nc9619,h19,hm19,ncs,ncsf,ncsfl,nc9619 (ns),h19 (ns),hm19 (ns),ncs (ns),ncsf (ns),ncsfl (ns)
12.72619888417912,5.645446897643238,4.752253158267069,11.933686327637512,12.172588248212824,12.284856099137546,12.665956492066586,5.594711379601839,4.708950125153382,11.933686327637512,12.163478247897753,12.27893734514078
