nc1919,h19,hm19,ncs,ncsf,ncsfl,nc1919 (ns),h19 (ns),hm19 (ns),ncs (ns),ncsf (ns),ncsfl (ns)
11.114222442341186,4.605170185988092,3.846603216619153,9.505841793480096,10.249556450687637,10.748668888951572,11.093234649598083,4.59511985013459,3.7582943840908785,9.50554408582681,10.248423867569471,10.742335527267628
